STATEFP,COUNTYFP,TRACTCE,BLKGRPCE,GEOID,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,GEOIDFQ,18-24_2013,18-24_20_1,2020_TP_co,2020_TP_un,2020_TP_mi,2020_TP_ma,2020_TP_ra,2020_TP_su,2020_TP_me,2020_TP__1,2020_TP_st,2020_TP__2,2020_TP__3,2020_TP_q1,2020_TP_q3,2020_TP_iq,20_18-24%_,20_18-24_1,20_18-24_2,20_18-24_3,20_18-24_4,20_18-24_5,20_18-24_6,20_18-24_7,20_18-24_8,20_18-24_9,20_18-2410,20_18-2411,20_18-2412,20_18-2413,%18-24_202,%Change,Ohio_Block_Groups_2020_TP,Ohio_Block_Groups_20_18-24%,Ohio_Block_Groups_Med_HHInc,Ohio_Block_Groups_TotalHH_L2,Ohio_Block_Groups_%_HHL2,Ohio_Block_Groups_PC_POP_20,Ohio_Block_Groups_PC_POP_10,Ohio_Block_Groups_PC_Change,Ohio_Block_Groups_PC_HHL2
"39","165","032007","3","391650320073",Block Group 3,G5030,S,2162951,0,"+39.2970667","-084.2717308",1500000US391650320073,"173","9.573879358",5,5,0.000000,226.000000,226.000000,453.000000,90.600000,55.000000,82.884498,0.000000,0.000000,29.000000,143.000000,114.000000,5,5,0.000000,21.000000,21.000000,33.000000,6.600000,4.000000,7.391887,0.000000,0.000000,3.000000,5.000000,2.000000,21,11.426,,,,,,,,,
"39","165","032007","4","391650320074",Block Group 4,G5030,S,1360148,5491,"+39.2963030","-084.2879600",1500000US391650320074,"232","9.115913556",7,7,19.000000,310.000000,291.000000,1053.000000,150.428571,143.000000,121.494100,19.000000,19.000000,25.500000,265.000000,239.500000,7,7,1.000000,22.000000,21.000000,67.000000,9.571429,5.000000,8.226389,1.000000,1.000000,3.000000,16.500000,13.500000,22,12.884,,,,,,,,,
"39","165","032100","2","391650321002",Block Group 2,G5030,S,26579469,59159,"+39.3890665","-084.2552816",1500000US391650321002,"64","3.059273423",9,9,43.000000,262.000000,219.000000,1477.000000,164.111111,164.000000,65.724077,43.000000,43.000000,123.000000,190.000000,67.000000,9,7,2.000000,17.000000,15.000000,63.000000,7.000000,6.000000,4.242641,2.000000,4.000000,4.000000,9.000000,5.000000,17,13.941,190,6,166522,280,29.536,0.060,0.031,0.029,0.295
"39","109","325000","2","391093250002",Block Group 2,G5030,S,7936110,31281,"+40.1116684","-084.3345848",1500000US391093250002,"167","7.803738318",6,6,18.000000,115.000000,97.000000,366.000000,61.000000,58.000000,36.601457,18.000000,18.000000,23.000000,94.000000,71.000000,6,4,2.000000,8.000000,6.000000,29.000000,4.833333,5.000000,2.266912,7.000000,2.000000,2.000000,7.000000,5.000000,8,0.196,115,5,39631,659,70.181,0.050,0.078,-0.028,0.702
"39","109","330100","1","391093301001",Block Group 1,G5030,S,34310207,264736,"+40.0711483","-084.3867336",1500000US391093301001,"86","9.327548807",5,5,18.000000,111.000000,93.000000,345.000000,69.000000,94.000000,40.014997,18.000000,18.000000,23.000000,99.000000,76.000000,5,4,2.000000,12.000000,10.000000,33.000000,6.600000,8.000000,3.979950,8.000000,2.000000,2.000000,9.000000,7.000000,12,2.672,94,8,67759,181,54.848,0.080,0.093,-0.013,0.548
"39","109","330100","2","391093301002",Block Group 2,G5030,S,35491172,245326,"+40.0302158","-084.3802911",1500000US391093301002,"86","5.635648755",8,8,0.000000,219.000000,219.000000,601.000000,75.125000,68.000000,67.296801,0.000000,0.000000,18.000000,105.000000,87.000000,8,7,0.000000,12.000000,12.000000,52.000000,6.500000,7.000000,4.242641,0.000000,12.000000,2.500000,10.500000,8.000000,12,6.364,99,9,62431,249,63.038,0.090,0.056,0.034,0.630
"39","109","330100","3","391093301003",Block Group 3,G5030,S,38283950,417968,"+40.0557872","-084.3273048",1500000US391093301003,"100","10.3950104",7,7,13.000000,111.000000,98.000000,409.000000,58.428571,35.000000,38.059567,13.000000,13.000000,28.500000,96.500000,68.000000,7,5,2.000000,9.000000,7.000000,32.000000,4.571429,3.000000,2.821203,3.000000,2.000000,2.000000,7.000000,5.000000,9,-1.395,23,2,61830,365,74.642,0.020,0.104,-0.084,0.746
"39","109","340100","1","391093401001",Block Group 1,G5030,S,20861223,32021,"+39.9733726","-084.4122795",1500000US391093401001,"59","5.27256479",4,4,0.000000,219.000000,219.000000,315.000000,78.750000,48.000000,83.418748,0.000000,0.000000,21.000000,136.500000,115.500000,4,4,0.000000,12.000000,12.000000,25.000000,6.250000,6.500000,4.264681,0.000000,0.000000,3.000000,9.500000,6.500000,12,6.727,219,12,70781,293,54.766,0.120,0.053,0.067,0.548
"39","109","340100","2","391093401002",Block Group 2,G5030,S,18231610,2099,"+39.9728995","-084.3738308",1500000US391093401002,"11","1.500682128",6,6,0.000000,219.000000,219.000000,479.000000,79.833333,51.000000,77.604589,0.000000,0.000000,13.000000,145.000000,132.000000,6,4,0.000000,12.000000,12.000000,41.000000,6.833333,7.000000,4.374802,0.000000,7.000000,3.000000,12.000000,9.000000,12,10.499,0,0,73050,222,67.477,0.000,0.015,-0.015,0.675
"39","063","000900","4","390630009004",Block Group 4,G5030,S,1325839,21819,"+41.0501898","-083.6551012",1500000US390630009004,"1387","64.48163645",9,9,62.000000,896.000000,834.000000,2117.000000,235.222222,156.000000,245.499390,62.000000,62.000000,89.000000,190.000000,101.000000,9,9,4.000000,88.000000,84.000000,228.000000,25.333333,21.000000,23.180452,4.000000,4.000000,13.000000,23.000000,10.000000,88,23.518,,,,,,,,,
"39","063","000500","3","390630005003",Block Group 3,G5030,S,1225859,0,"+41.0731706","-083.6476779",1500000US390630005003,"87","7.631578947",8,8,9.000000,190.000000,181.000000,601.000000,75.125000,42.500000,67.943796,9.000000,9.000000,23.000000,135.500000,112.500000,8,7,1.000000,15.000000,14.000000,51.000000,6.375000,4.000000,5.360445,2.000000,1.000000,1.500000,12.000000,10.500000,15,7.368,29,3,57581,300,67.568,0.030,0.076,-0.046,0.676
"39","005","970100","1","390059701001",Block Group 1,G5030,S,58364136,334994,"+41.0210935","-082.2147129",1500000US390059701001,"100","4.42086649",6,6,32.000000,254.000000,222.000000,999.000000,166.500000,180.000000,74.948316,32.000000,32.000000,116.000000,237.000000,121.000000,6,4,2.000000,10.000000,8.000000,48.000000,8.000000,9.500000,2.886751,2.000000,10.000000,7.000000,10.000000,3.000000,10,5.579,,,,,,,,,
"39","005","970200","1","390059702001",Block Group 1,G5030,S,64516103,549650,"+41.0309680","-082.3087833",1500000US390059702001,"8","0.579710145",7,7,55.000000,254.000000,199.000000,1067.000000,152.428571,144.000000,71.195620,55.000000,55.000000,95.500000,211.500000,116.000000,7,6,4.000000,11.000000,7.000000,56.000000,8.000000,9.000000,2.507133,4.000000,10.000000,6.000000,10.000000,4.000000,11,10.420,186,9,69286,322,46.667,0.090,0.006,0.084,0.467
"39","165","032100","3","391650321003",Block Group 3,G5030,S,3003460,120633,"+39.3734410","-084.2112016",1500000US391650321003,"239","9.306853583",5,5,43.000000,262.000000,219.000000,906.000000,181.200000,190.000000,81.026909,43.000000,43.000000,151.000000,260.000000,109.000000,5,4,2.000000,10.000000,8.000000,33.000000,6.600000,6.000000,2.800000,2.000000,6.000000,6.000000,9.000000,3.000000,10,0.693,260,9,48710,567,55.697,0.090,0.093,-0.003,0.557
"39","145","003000","2","391450030002",Block Group 2,G5030,S,6876839,227298,"+38.7671896","-082.8648499",1500000US391450030002,"68","6.699507389",9,9,11.000000,152.000000,141.000000,638.000000,70.888889,63.000000,50.335418,11.000000,11.000000,23.000000,105.000000,82.000000,9,6,2.000000,17.000000,15.000000,60.000000,6.666667,5.000000,4.642796,2.000000,3.000000,3.000000,10.000000,7.000000,17,10.300,94,7,50581,390,70.909,0.070,0.067,0.003,0.709
"39","145","002300","2","391450023002",Block Group 2,G5030,S,40808157,465995,"+38.9030118","-083.0675375",1500000US391450023002,"55","5.154639175",6,6,43.000000,224.000000,181.000000,871.000000,145.166667,147.000000,54.351991,43.000000,43.000000,135.000000,175.000000,40.000000,6,5,3.000000,22.000000,19.000000,72.000000,12.000000,11.000000,5.887841,3.000000,11.000000,9.000000,16.000000,7.000000,22,16.845,153,9,53194,267,50.568,0.090,0.052,0.038,0.506
"39","061","020401","2","390610204012",Block Group 2,G5030,S,1348674,0,"+39.1648954","-084.7405757",1500000US390610204012,"98","6.396866841",3,3,76.000000,295.000000,219.000000,462.000000,154.000000,91.000000,99.889939,76.000000,76.000000,83.500000,193.000000,109.500000,3,2,4.000000,15.000000,11.000000,23.000000,7.666667,4.000000,5.185450,15.000000,4.000000,4.000000,9.500000,5.500000,15,8.603,295,15,82065,187,29.683,0.150,0.064,0.086,0.297
"39","061","020401","3","390610204013",Block Group 3,G5030,S,855889,0,"+39.1563346","-084.7539146",1500000US390610204013,"21","4.708520179",4,4,65.000000,295.000000,230.000000,540.000000,135.000000,90.000000,92.940841,65.000000,65.000000,77.000000,193.000000,116.000000,4,4,4.000000,15.000000,11.000000,33.000000,8.250000,7.000000,4.145781,4.000000,4.000000,5.000000,11.500000,6.500000,15,10.291,91,4,84448,531,61.387,0.040,0.047,-0.007,0.614
"39","109","340100","3","391093401003",Block Group 3,G5030,S,14521128,108448,"+39.9993342","-084.3285565",1500000US391093401003,"31","4.166666667",7,7,0.000000,99.000000,99.000000,260.000000,37.142857,23.000000,32.765088,0.000000,0.000000,12.500000,56.500000,44.000000,7,7,0.000000,9.000000,9.000000,26.000000,3.714286,3.000000,3.010187,0.000000,0.000000,1.500000,5.500000,4.000000,9,4.833,13,3,60526,105,64.024,0.030,0.042,-0.012,0.640
"39","109","380100","1","391093801001",Block Group 1,G5030,S,32513482,331114,"+39.9475217","-084.1271536",1500000US391093801001,"78","10.06451613",7,6,4.000000,169.000000,165.000000,480.000000,68.571429,78.000000,58.341010,4.000000,78.000000,13.000000,101.500000,88.500000,7,6,0.000000,13.000000,13.000000,41.000000,5.857143,7.000000,4.852939,0.000000,1.000000,1.000000,9.500000,8.500000,13,2.935,78,8,81813,340,78.704,0.080,0.101,-0.021,0.787
"39","005","970300","2","390059703002",Block Group 2,G5030,S,1346989,0,"+40.8803976","-082.3342566",1500000US390059703002,"244","19.30379747",4,4,49.000000,81.000000,32.000000,275.000000,68.750000,72.500000,11.966098,49.000000,49.000000,60.000000,77.500000,17.500000,4,3,4.000000,11.000000,7.000000,29.000000,7.250000,7.000000,2.487469,4.000000,7.000000,5.500000,9.000000,3.500000,11,-8.304,49,4,67500,262,58.482,0.040,0.193,-0.153,0.585
"39","005","970300","3","390059703003",Block Group 3,G5030,S,3215422,30896,"+40.8709752","-082.3427170",1500000US390059703003,"39","4.207119741",4,4,49.000000,1039.000000,990.000000,1323.000000,330.750000,117.500000,410.675282,49.000000,49.000000,65.000000,596.500000,531.500000,4,4,4.000000,55.000000,51.000000,80.000000,20.000000,10.500000,20.530465,4.000000,4.000000,5.500000,34.500000,29.000000,55,50.793,81,7,51750,354,69.276,0.070,0.042,0.028,0.693
"39","005","970300","4","390059703004",Block Group 4,G5030,S,284055,0,"+40.8733295","-082.3216131",1500000US390059703004,"75","9.225092251",6,6,17.000000,1039.000000,1022.000000,1401.000000,233.500000,76.000000,362.264981,17.000000,17.000000,49.000000,144.000000,95.000000,6,6,3.000000,55.000000,52.000000,92.000000,15.333333,9.000000,18.043158,3.000000,3.000000,4.000000,12.000000,8.000000,55,45.775,71,11,33333,218,67.284,0.110,0.092,0.018,0.673
"39","109","300100","3","391093001003",Block Group 3,G5030,S,1256811,86329,"+40.1403728","-084.2277679",1500000US391093001003,"57","6.462585034",4,4,23.000000,110.000000,87.000000,286.000000,71.500000,76.500000,37.897889,23.000000,23.000000,34.500000,108.500000,74.000000,4,4,2.000000,18.000000,16.000000,34.000000,8.500000,7.000000,6.020797,2.000000,2.000000,3.500000,13.500000,10.000000,18,11.537,23,2,,183,58.280,0.020,0.065,-0.045,0.583
"39","109","315100","4","391093151004",Block Group 4,G5030,S,348732,0,"+40.1527681","-084.2481097",1500000US391093151004,"45","4.596527068",4,4,17.000000,62.000000,45.000000,174.000000,43.500000,47.500000,17.240940,17.000000,17.000000,28.500000,58.500000,30.000000,4,2,5.000000,6.000000,1.000000,23.000000,5.750000,6.000000,0.433013,5.000000,6.000000,5.500000,6.000000,0.500000,6,1.403,55,6,29632,363,82.688,0.060,0.046,0.014,0.827
"39","109","345000","1","391093450001",Block Group 1,G5030,S,2980375,0,"+39.9713469","-084.3413125",1500000US391093450001,"50","7.824726135",4,4,0.000000,145.000000,145.000000,205.000000,51.250000,30.000000,56.935819,0.000000,0.000000,6.000000,96.500000,90.500000,4,4,0.000000,12.000000,12.000000,20.000000,5.000000,4.000000,4.847680,0.000000,0.000000,0.500000,9.500000,9.000000,12,4.175,48,7,52525,324,82.443,0.070,0.078,-0.008,0.824
"39","109","365200","4","391093652004",Block Group 4,G5030,S,494600,0,"+40.0308830","-084.2042122",1500000US391093652004,"184","14.76725522",5,5,7.000000,188.000000,181.000000,367.000000,73.400000,47.000000,66.466834,7.000000,7.000000,20.000000,105.000000,85.000000,5,5,1.000000,17.000000,16.000000,46.000000,9.200000,10.000000,6.337192,1.000000,1.000000,3.000000,15.000000,12.000000,17,2.233,188,17,59848,209,52.645,0.170,0.148,0.022,0.526
"39","109","340100","4","391093401004",Block Group 4,G5030,S,28355999,225400,"+39.9717493","-084.2990826",1500000US391093401004,"107","8.21812596",7,7,12.000000,277.000000,265.000000,752.000000,107.428571,98.000000,78.639970,12.000000,12.000000,59.500000,123.000000,63.500000,7,6,1.000000,14.000000,13.000000,46.000000,6.571429,6.000000,3.994895,1.000000,4.000000,4.000000,8.500000,4.500000,14,5.782,65,4,77500,424,72.355,0.040,0.082,-0.042,0.724
"39","109","355001","1","391093550011",Block Group 1,G5030,S,4877528,0,"+39.9583281","-084.1906443",1500000US391093550011,"223","8.056358382",6,6,38.000000,133.000000,95.000000,628.000000,104.666667,115.500000,32.612199,38.000000,38.000000,95.000000,131.000000,36.000000,6,4,4.000000,9.000000,5.000000,39.000000,6.500000,6.500000,2.061553,6.000000,4.000000,4.000000,9.000000,5.000000,9,0.944,131,4,60638,722,61.083,0.040,0.081,-0.041,0.611
"39","109","355002","1","391093550021",Block Group 1,G5030,S,2303866,403599,"+39.9724456","-084.1700443",1500000US391093550021,"83","13.21656051",8,7,4.000000,169.000000,165.000000,614.000000,76.750000,78.000000,54.082691,4.000000,78.000000,27.000000,115.500000,88.500000,8,8,0.000000,12.000000,12.000000,58.000000,7.250000,8.500000,4.175823,0.000000,0.000000,4.000000,10.500000,6.500000,12,-1.217,78,11,72788,220,78.292,0.110,0.132,-0.022,0.783
"39","109","355001","3","391093550013",Block Group 3,G5030,S,513168,0,"+39.9636319","-084.1795080",1500000US391093550013,"82","7.367475292",5,5,4.000000,136.000000,132.000000,351.000000,70.200000,78.000000,45.661362,4.000000,4.000000,38.000000,95.000000,57.000000,5,5,0.000000,12.000000,12.000000,36.000000,7.200000,9.000000,4.534314,0.000000,0.000000,4.000000,11.000000,7.000000,12,4.633,136,12,36667,306,67.105,0.120,0.074,0.046,0.671
"39","109","355001","4","391093550014",Block Group 4,G5030,S,410674,0,"+39.9573454","-084.1798512",1500000US391093550014,"57","8.407079646",3,3,38.000000,136.000000,98.000000,305.000000,101.666667,131.000000,45.065385,38.000000,38.000000,84.500000,133.500000,49.000000,3,2,4.000000,12.000000,8.000000,20.000000,6.666667,4.000000,3.771236,12.000000,4.000000,4.000000,8.000000,4.000000,12,3.593,38,4,58713,390,81.420,0.040,0.084,-0.044,0.814
"39","109","380100","2","391093801002",Block Group 2,G5030,S,27181063,243870,"+39.9360802","-084.0766291",1500000US391093801002,"262","13.73885684",9,9,9.000000,270.000000,261.000000,957.000000,106.333333,125.000000,76.291837,9.000000,9.000000,44.000000,141.000000,97.000000,9,7,1.000000,13.000000,12.000000,66.000000,7.333333,8.000000,4.242641,5.000000,1.000000,5.000000,10.000000,5.000000,13,-0.739,17,1,93920,742,78.685,0.010,0.137,-0.127,0.787
"39","013","011000","2","390130110002",Block Group 2,G5030,S,156172085,1881727,"+39.9022686","-081.0041518",1500000US390130110002,"83","8.073929961",10,9,5.000000,251.000000,246.000000,626.000000,62.600000,52.000000,68.836328,5.000000,66.000000,12.000000,75.000000,63.000000,10,7,1.000000,25.000000,24.000000,63.000000,6.300000,4.000000,6.827152,3.000000,1.000000,1.000000,8.000000,7.000000,25,16.926,6,1,34957,353,90.051,0.010,0.081,-0.071,0.901
"39","013","011700","1","390130117001",Block Group 1,G5030,S,912884,2019,"+40.0333663","-080.7365726",1500000US390130117001,"115","15.25198939",4,4,20.000000,135.000000,115.000000,275.000000,68.750000,60.000000,45.190569,20.000000,20.000000,27.500000,110.000000,82.500000,4,4,3.000000,21.000000,18.000000,34.000000,8.500000,5.000000,7.297260,3.000000,3.000000,3.500000,13.500000,10.000000,21,5.748,135,21,26483,295,86.510,0.210,0.153,0.057,0.865
"39","013","010100","5","390130101005",Block Group 5,G5030,S,3168935,5111,"+40.0816665","-080.7519025",1500000US390130101005,"72","13.04347826",7,7,6.000000,115.000000,109.000000,407.000000,58.142857,63.000000,32.594603,6.000000,6.000000,37.000000,74.500000,37.500000,7,6,1.000000,14.000000,13.000000,49.000000,7.000000,6.000000,3.703280,1.000000,6.000000,5.500000,8.500000,3.000000,14,0.957,63,14,46673,152,74.146,0.140,0.130,0.010,0.741
"39","013","010300","1","390130103001",Block Group 1,G5030,S,32724223,236297,"+40.1176736","-080.8269732",1500000US390130103001,"108","4.761904762",10,10,1.000000,86.000000,85.000000,502.000000,50.200000,54.500000,29.491694,1.000000,1.000000,28.000000,75.000000,47.000000,10,9,0.000000,13.000000,13.000000,62.000000,6.200000,5.500000,4.400000,0.000000,3.000000,3.000000,10.000000,7.000000,13,8.238,1,0,63209,178,78.414,0.000,0.048,-0.048,0.784
"39","013","010100","4","390130101004",Block Group 4,G5030,S,8429906,2245,"+40.0865550","-080.7658907",1500000US390130101004,"38","4.203539823",8,8,36.000000,115.000000,79.000000,599.000000,74.875000,74.000000,26.858134,36.000000,36.000000,52.000000,98.000000,46.000000,8,8,3.000000,14.000000,11.000000,63.000000,7.875000,7.500000,3.515590,3.000000,3.000000,5.000000,10.500000,5.500000,14,9.796,75,9,50938,234,69.436,0.090,0.042,0.048,0.694
"39","013","010200","2","390130102002",Block Group 2,G5030,S,3959598,85874,"+40.0678193","-080.7953741",1500000US390130102002,"21","2.482269504",4,4,36.000000,74.000000,38.000000,217.000000,54.250000,53.500000,15.039531,36.000000,36.000000,40.000000,68.500000,28.500000,4,4,4.000000,9.000000,5.000000,25.000000,6.250000,6.000000,1.920286,4.000000,4.000000,4.500000,8.000000,3.500000,9,6.518,74,9,50058,292,74.680,0.090,0.025,0.065,0.747
"39","013","010600","3","390130106003",Block Group 3,G5030,S,44114987,939136,"+40.1340044","-081.0305613",1500000US390130106003,"118","9.342834521",7,7,23.000000,233.000000,210.000000,670.000000,95.714286,60.000000,78.206164,23.000000,23.000000,26.000000,151.000000,125.000000,7,6,3.000000,12.000000,9.000000,47.000000,6.714286,6.000000,2.602981,3.000000,6.000000,5.500000,7.500000,2.000000,12,2.657,123,6,55081,381,57.207,0.060,0.093,-0.033,0.572
"39","013","010900","3","390130109003",Block Group 3,G5030,S,6264789,85241,"+39.9883563","-081.2026044",1500000US390130109003,"45","6.676557864",5,5,15.000000,115.000000,100.000000,324.000000,64.800000,58.000000,32.877956,15.000000,15.000000,55.000000,81.000000,26.000000,5,4,2.000000,8.000000,6.000000,31.000000,6.200000,7.000000,2.227106,2.000000,8.000000,6.000000,8.000000,2.000000,8,1.323,,,,,,,,,
"39","013","012300","2","390130123002",Block Group 2,G5030,S,10805941,116554,"+40.0708299","-080.9197005",1500000US390130123002,"47","3.486646884",6,6,53.000000,203.000000,150.000000,551.000000,91.833333,67.000000,52.881681,53.000000,53.000000,54.000000,107.000000,53.000000,6,5,4.000000,13.000000,9.000000,45.000000,7.500000,6.000000,3.685557,5.000000,4.000000,4.000000,12.000000,8.000000,13,9.513,70,7,58000,372,85.321,0.070,0.035,0.035,0.853
"39","013","011000","1","390130110001",Block Group 1,G5030,S,111721091,953173,"+39.9085023","-081.1589427",1500000US390130110001,"24","2.336903603",9,8,6.000000,91.000000,85.000000,454.000000,50.444444,66.000000,29.706382,6.000000,66.000000,23.000000,74.000000,51.000000,9,7,1.000000,13.000000,12.000000,46.000000,5.111111,4.000000,3.664983,2.000000,1.000000,2.000000,7.000000,5.000000,13,10.663,66,8,62750,269,72.312,0.080,0.023,0.057,0.723
"39","013","010300","2","390130103002",Block Group 2,G5030,S,18874494,84391,"+40.1447487","-080.8543375",1500000US390130103002,"44","4.503582395",6,6,1.000000,179.000000,178.000000,435.000000,72.500000,69.000000,55.921820,1.000000,1.000000,28.000000,89.000000,61.000000,6,5,0.000000,13.000000,13.000000,37.000000,6.166667,4.500000,4.810290,0.000000,3.000000,3.000000,12.000000,9.000000,13,8.496,65,13,92917,118,61.780,0.130,0.045,0.085,0.618
"39","013","011200","3","390130112003",Block Group 3,G5030,S,36884215,206502,"+39.9436541","-080.7990907",1500000US390130112003,"80","7.640878701",5,5,48.000000,75.000000,27.000000,313.000000,62.600000,60.000000,9.830565,48.000000,48.000000,58.000000,72.000000,14.000000,5,2,5.000000,7.000000,2.000000,31.000000,6.200000,7.000000,0.979796,5.000000,7.000000,5.000000,7.000000,2.000000,7,-0.641,58,5,60972,291,66.897,0.050,0.076,-0.026,0.669
"39","013","010802","1","390130108021",Block Group 1,G5030,S,4044199,26492,"+40.0231938","-081.0840615",1500000US390130108021,"133","11.73874669",4,4,23.000000,121.000000,98.000000,263.000000,65.750000,59.500000,38.349544,23.000000,23.000000,30.500000,101.000000,70.500000,4,4,1.000000,12.000000,11.000000,26.000000,6.500000,6.500000,4.031129,1.000000,1.000000,3.000000,10.000000,7.000000,12,0.261,121,12,34500,272,71.204,0.120,0.117,0.003,0.712
"39","109","380100","3","391093801003",Block Group 3,G5030,S,13788536,32641,"+39.9058184","-084.1250216",1500000US391093801003,"182","16.41118124",6,6,9.000000,270.000000,261.000000,591.000000,98.500000,61.500000,93.763443,9.000000,9.000000,17.000000,172.000000,155.000000,6,4,1.000000,8.000000,7.000000,25.000000,4.166667,4.500000,2.671870,3.000000,1.000000,1.000000,6.000000,5.000000,8,-8.411,9,1,78500,219,61.517,0.010,0.164,-0.154,0.615
"39","109","380100","4","391093801004",Block Group 4,G5030,S,17449809,16867,"+39.8923008","-084.0827253",1500000US391093801004,"110","4.417670683",8,8,9.000000,270.000000,261.000000,714.000000,89.250000,80.500000,77.762057,9.000000,9.000000,27.500000,109.500000,82.000000,8,7,1.000000,10.000000,9.000000,38.000000,4.750000,4.000000,2.861381,1.000000,4.000000,2.500000,7.000000,4.500000,10,5.582,270,6,84342,899,59.067,0.060,0.044,0.016,0.591
"39","109","390100","1","391093901001",Block Group 1,G5030,S,81024208,34104,"+40.1402787","-084.0761370",1500000US391093901001,"91","8.87804878",8,8,39.000000,145.000000,106.000000,670.000000,83.750000,80.500000,31.415561,39.000000,39.000000,61.000000,101.500000,40.500000,8,4,5.000000,10.000000,5.000000,60.000000,7.500000,8.000000,1.870829,6.000000,8.000000,5.500000,9.000000,3.500000,10,1.122,81,10,73155,187,62.126,0.100,0.089,0.011,0.621
"39","109","390100","2","391093901002",Block Group 2,G5030,S,28914836,45991,"+40.1294820","-084.1223723",1500000US391093901002,"80","9.345794393",3,3,39.000000,100.000000,61.000000,220.000000,73.333333,81.000000,25.486380,39.000000,39.000000,60.000000,90.500000,30.500000,3,3,5.000000,10.000000,5.000000,23.000000,7.666667,8.000000,2.054805,5.000000,5.000000,6.500000,9.000000,2.500000,10,0.654,39,5,95714,169,61.232,0.050,0.093,-0.043,0.612
"39","109","390100","3","391093901003",Block Group 3,G5030,S,75226228,11579,"+40.0521552","-084.0930253",1500000US391093901003,"87","5.025996534",7,7,32.000000,188.000000,156.000000,668.000000,95.428571,100.000000,49.190177,32.000000,32.000000,60.000000,114.000000,54.000000,7,5,3.000000,13.000000,10.000000,60.000000,8.571429,8.000000,3.499271,3.000000,8.000000,6.500000,11.500000,5.000000,13,7.974,100,8,69643,281,64.747,0.080,0.050,0.030,0.647
"39","109","390100","4","391093901004",Block Group 4,G5030,S,48398590,91890,"+39.9930934","-084.1093551",1500000US391093901004,"37","5.034013605",7,7,17.000000,169.000000,152.000000,664.000000,94.857143,100.000000,52.163010,17.000000,17.000000,55.000000,134.000000,79.000000,7,6,1.000000,13.000000,12.000000,50.000000,7.142857,8.000000,3.757985,1.000000,8.000000,5.000000,9.000000,4.000000,13,7.966,125,13,103403,103,42.387,0.130,0.050,0.080,0.424
"39","109","365301","1","391093653011",Block Group 1,G5030,S,15794548,0,"+40.0265719","-084.2677171",1500000US391093653011,"86","6.272793581",6,6,23.000000,227.000000,204.000000,627.000000,104.500000,100.500000,62.310379,23.000000,23.000000,65.000000,111.000000,46.000000,6,4,2.000000,8.000000,6.000000,30.000000,5.000000,5.000000,1.914854,2.000000,4.000000,4.000000,6.000000,2.000000,8,1.727,65,4,98281,291,47.705,0.040,0.063,-0.023,0.477
"39","109","365301","3","391093653013",Block Group 3,G5030,S,696823,0,"+40.0349388","-084.2136429",1500000US391093653013,"10","1.567398119",6,6,7.000000,188.000000,181.000000,506.000000,84.333333,84.000000,57.768696,7.000000,7.000000,38.000000,105.000000,67.000000,6,6,1.000000,17.000000,16.000000,57.000000,9.500000,9.000000,5.469613,1.000000,1.000000,6.000000,15.000000,9.000000,17,15.433,65,11,55363,153,63.485,0.110,0.016,0.094,0.635
"39","109","365301","4","391093653014",Block Group 4,G5030,S,435600,0,"+40.0411515","-084.2149594",1500000US391093653014,"71","6.058020478",6,6,7.000000,286.000000,279.000000,762.000000,127.000000,94.500000,103.826779,7.000000,7.000000,38.000000,242.000000,204.000000,6,6,1.000000,25.000000,24.000000,79.000000,13.166667,12.000000,8.254628,1.000000,1.000000,7.000000,22.000000,15.000000,25,18.942,286,22,56250,115,35.385,0.220,0.061,0.159,0.354
"39","109","365301","5","391093653015",Block Group 5,G5030,S,394784,22418,"+40.0405686","-084.2070194",1500000US391093653015,"170","18.27956989",7,7,7.000000,286.000000,279.000000,689.000000,98.428571,65.000000,94.495438,7.000000,7.000000,24.000000,141.500000,117.500000,7,6,1.000000,22.000000,21.000000,69.000000,9.857143,11.000000,7.018925,7.000000,1.000000,4.000000,13.500000,9.500000,22,3.720,38,7,29340,285,92.233,0.070,0.183,-0.113,0.922
"39","109","365302","1","391093653021",Block Group 1,G5030,S,4630044,106718,"+40.0167510","-084.2372495",1500000US391093653021,"121","5.502501137",5,5,7.000000,227.000000,220.000000,500.000000,100.000000,98.000000,72.133210,7.000000,7.000000,65.000000,103.000000,38.000000,5,4,1.000000,8.000000,7.000000,23.000000,4.600000,4.000000,2.332381,1.000000,4.000000,4.000000,6.000000,2.000000,8,2.497,227,8,93344,435,52.984,0.080,0.055,0.025,0.530
"39","109","365302","2","391093653022",Block Group 2,G5030,S,2035839,0,"+40.0223725","-084.2098075",1500000US391093653022,"20","1.754385965",5,5,7.000000,227.000000,220.000000,567.000000,113.400000,98.000000,82.990602,7.000000,7.000000,47.000000,188.000000,141.000000,5,5,1.000000,17.000000,16.000000,40.000000,8.000000,8.000000,5.477226,1.000000,1.000000,4.000000,10.000000,6.000000,17,15.246,7,1,,158,44.507,0.010,0.018,-0.008,0.445
